event_id,subscription_id,failure_timestamp,day_of_month,days_to_nearest_payday_window,error_reason,amount,prior_if_failure_count,prior_if_self_resolved_rate,tenure_days,bank_network_conditions,issuing_bank_downtime_flag,network_latency_bucket,is_month_end_settlement_rush,app_version,device_build,ui_theme
evt_SYN001797,sub_SYN01144,2026-02-24 22:28:00,24,2,insufficient_fund,174.0,0,,500,good,False,medium,False,5.1.2,build_A1,system
evt_SYN001798,sub_SYN01145,2025-05-18 22:20:00,18,11,insufficient_fund,846.0,0,,128,poor,False,low,False,4.2.0,build_D9,dark
evt_SYN001799,sub_SYN01146,2026-02-28 04:05:00,28,0,insufficient_fund,700.0,0,,145,good,False,low,False,5.0.0,build_B7,system
evt_SYN001800,sub_SYN01146,2026-03-21 20:01:00,21,8,insufficient_fund,700.0,1,0.0,166,good,False,low,False,4.3.1,build_D9,light
evt_SYN001801,sub_SYN01146,2026-04-17 07:59:00,17,11,insufficient_fund,700.0,2,0.0,193,degraded,False,low,False,4.2.0,build_E2,dark
evt_SYN001802,sub_SYN01147,2026-01-20 22:59:00,20,9,insufficient_fund,771.0,0,,403,good,False,low,False,4.4.0,build_D9,system
evt_SYN001803,sub_SYN01147,2026-03-05 15:30:00,5,2,insufficient_fund,771.0,1,1.0,447,degraded,False,medium,False,4.2.0,build_D9,system
evt_SYN001804,sub_SYN01148,2026-06-01 12:23:00,1,0,insufficient_fund,369.0,0,,510,degraded,False,medium,True,5.1.2,build_B7,light
evt_SYN001805,sub_SYN01149,2025-07-01 02:13:00,1,0,insufficient_fund,756.0,0,,86,poor,False,medium,False,4.4.0,build_C3,light
evt_SYN001806,sub_SYN01149,2025-07-12 14:10:00,12,9,insufficient_fund,756.0,1,1.0,97,good,False,low,False,4.2.0,build_D9,light
evt_SYN001807,sub_SYN01150,2025-07-05 07:41:00,5,2,insufficient_fund,1839.0,0,,60,good,False,medium,False,5.0.0,build_E2,light
evt_SYN001808,sub_SYN01151,2025-06-22 10:07:00,22,6,insufficient_fund,315.0,0,,171,good,False,low,False,4.3.1,build_A1,light
evt_SYN001809,sub_SYN01151,2025-08-02 01:37:00,2,0,insufficient_fund,315.0,1,0.0,212,degraded,False,low,True,5.1.2,build_A1,system
evt_SYN001810,sub_SYN01151,2025-08-31 03:18:00,31,0,insufficient_fund,315.0,2,0.0,241,good,False,low,False,4.4.0,build_D9,light
evt_SYN001811,sub_SYN01151,2025-10-13 10:32:00,13,10,insufficient_fund,315.0,3,0.3333333333333333,284,degraded,False,medium,False,5.1.2,build_A1,dark
evt_SYN001812,sub_SYN01152,2025-03-10 17:34:00,10,7,insufficient_fund,659.0,0,,252,good,False,low,False,4.2.0,build_E2,system
evt_SYN001813,sub_SYN01153,2025-11-23 00:31:00,23,5,insufficient_fund,943.0,0,,215,degraded,False,low,False,4.2.0,build_D9,system
evt_SYN001814,sub_SYN01154,2025-05-15 09:21:00,15,12,insufficient_fund,481.0,0,,185,poor,False,low,True,4.4.0,build_E2,dark
evt_SYN001815,sub_SYN01155,2026-05-14 02:55:00,14,11,insufficient_fund,1571.0,0,,503,degraded,False,high,False,5.1.2,build_A1,system
evt_SYN001816,sub_SYN01156,2025-04-02 17:59:00,2,0,insufficient_fund,374.0,0,,175,good,False,medium,False,4.4.0,build_B7,light
evt_SYN001817,sub_SYN01157,2026-04-30 04:14:00,30,0,insufficient_fund,472.0,0,,637,good,False,high,False,4.3.1,build_A1,system
evt_SYN001818,sub_SYN01158,2026-05-31 12:33:00,31,0,insufficient_fund,133.0,0,,135,good,False,high,False,5.1.2,build_E2,light
evt_SYN001819,sub_SYN01159,2026-04-22 12:52:00,22,6,insufficient_fund,94.0,0,,76,good,False,low,False,4.3.1,build_B7,dark
evt_SYN001820,sub_SYN01159,2026-06-04 22:05:00,4,1,insufficient_fund,94.0,1,0.0,119,good,False,low,False,5.0.0,build_E2,system
evt_SYN001821,sub_SYN01159,2026-07-06 05:50:00,6,3,insufficient_fund,94.0,2,0.5,151,degraded,False,low,False,4.2.0,build_E2,dark
evt_SYN001822,sub_SYN01160,2025-07-30 21:03:00,30,0,insufficient_fund,997.0,0,,105,good,False,low,False,4.2.0,build_B7,light
evt_SYN001823,sub_SYN01161,2026-01-26 04:52:00,26,3,insufficient_fund,369.0,0,,189,good,False,low,False,4.4.0,build_D9,system
evt_SYN001824,sub_SYN01161,2026-02-25 02:07:00,25,1,insufficient_fund,369.0,1,0.0,219,good,False,low,False,4.2.0,build_A1,dark
evt_SYN001825,sub_SYN01161,2026-04-05 22:49:00,5,2,insufficient_fund,369.0,2,0.0,258,good,False,low,False,4.2.0,build_E2,dark
evt_SYN001826,sub_SYN01162,2025-07-12 11:25:00,12,9,insufficient_fund,333.0,0,,76,degraded,False,medium,False,5.1.2,build_B7,system
evt_SYN001827,sub_SYN01162,2025-07-29 21:48:00,29,0,insufficient_fund,333.0,1,0.0,93,good,False,high,False,5.0.0,build_B7,light
evt_SYN001828,sub_SYN01162,2025-08-19 04:18:00,19,10,insufficient_fund,333.0,2,0.0,114,good,False,low,False,4.4.0,build_D9,system
evt_SYN001829,sub_SYN01162,2025-09-12 09:34:00,12,9,insufficient_fund,333.0,3,0.3333333333333333,138,degraded,False,medium,False,5.1.2,build_A1,light
evt_SYN001830,sub_SYN01163,2025-07-26 16:13:00,26,3,insufficient_fund,130.0,0,,249,degraded,False,medium,False,4.3.1,build_E2,light
evt_SYN001831,sub_SYN01164,2026-05-02 17:56:00,2,0,insufficient_fund,303.0,0,,623,good,False,low,True,4.4.0,build_A1,dark
evt_SYN001832,sub_SYN01165,2026-02-16 06:03:00,16,10,insufficient_fund,670.0,0,,188,degraded,False,low,False,5.0.0,build_B7,system
evt_SYN001833,sub_SYN01165,2026-03-11 01:44:00,11,8,insufficient_fund,670.0,1,0.0,211,good,False,low,False,4.4.0,build_C3,system
evt_SYN001834,sub_SYN01166,2026-02-28 19:12:00,28,0,insufficient_fund,768.0,0,,410,good,False,medium,False,4.3.1,build_B7,light
evt_SYN001835,sub_SYN01166,2026-03-20 19:43:00,20,9,insufficient_fund,768.0,1,0.0,430,poor,False,low,False,4.3.1,build_D9,system
evt_SYN001836,sub_SYN01166,2026-04-07 21:12:00,7,4,insufficient_fund,768.0,2,0.0,448,good,False,high,False,4.3.1,build_A1,system
evt_SYN001837,sub_SYN01167,2026-03-26 09:19:00,26,3,insufficient_fund,158.0,0,,71,good,False,medium,False,4.4.0,build_C3,light
evt_SYN001838,sub_SYN01168,2026-01-08 05:23:00,8,5,insufficient_fund,397.0,0,,231,good,False,low,False,5.0.0,build_A1,system
evt_SYN001839,sub_SYN01168,2026-01-29 19:22:00,29,0,insufficient_fund,397.0,1,1.0,252,poor,False,low,False,4.4.0,build_D9,system
evt_SYN001840,sub_SYN01168,2026-02-24 21:01:00,24,2,insufficient_fund,397.0,2,0.5,278,degraded,False,low,False,4.3.1,build_A1,light
evt_SYN001841,sub_SYN01169,2026-05-31 17:28:00,31,0,insufficient_fund,392.0,0,,15,good,False,medium,False,5.0.0,build_D9,dark
evt_SYN001842,sub_SYN01170,2026-03-22 19:39:00,22,7,insufficient_fund,334.0,0,,282,poor,False,low,False,5.0.0,build_D9,system
evt_SYN001843,sub_SYN01171,2025-11-25 01:11:00,25,3,insufficient_fund,351.0,0,,194,good,False,high,False,4.3.1,build_E2,dark
evt_SYN001844,sub_SYN01171,2025-12-25 16:48:00,25,4,insufficient_fund,351.0,1,0.0,224,good,False,low,False,4.4.0,build_C3,dark
evt_SYN001845,sub_SYN01171,2026-01-12 20:03:00,12,9,insufficient_fund,351.0,2,0.0,242,good,False,low,False,5.0.0,build_B7,system
evt_SYN001846,sub_SYN01172,2025-07-11 08:30:00,11,8,insufficient_fund,331.0,0,,190,degraded,False,low,False,4.3.1,build_E2,dark
evt_SYN001847,sub_SYN01173,2026-03-05 09:14:00,5,2,insufficient_fund,336.0,0,,367,degraded,False,low,False,4.3.1,build_D9,light
evt_SYN001848,sub_SYN01173,2026-04-16 05:05:00,16,12,insufficient_fund,336.0,1,0.0,409,degraded,False,low,False,5.0.0,build_D9,light
evt_SYN001849,sub_SYN01173,2026-05-28 12:10:00,28,1,insufficient_fund,336.0,2,0.0,451,good,False,high,False,4.4.0,build_B7,system
evt_SYN001850,sub_SYN01174,2026-04-30 13:55:00,30,0,insufficient_fund,467.0,0,,219,good,False,medium,False,4.2.0,build_D9,system
evt_SYN001851,sub_SYN01174,2026-05-31 16:14:00,31,0,insufficient_fund,467.0,1,0.0,250,poor,False,low,False,4.4.0,build_D9,system
evt_SYN001852,sub_SYN01174,2026-06-30 00:07:00,30,0,insufficient_fund,467.0,2,0.0,280,good,False,medium,False,5.0.0,build_C3,light
evt_SYN001853,sub_SYN01175,2026-06-18 15:04:00,18,10,insufficient_fund,327.0,0,,22,poor,False,low,False,4.3.1,build_A1,light
evt_SYN001854,sub_SYN01175,2026-07-25 08:02:00,25,4,insufficient_fund,327.0,1,1.0,59,good,False,medium,False,5.1.2,build_D9,dark
evt_SYN001855,sub_SYN01176,2026-05-03 21:06:00,3,0,insufficient_fund,371.0,0,,52,degraded,False,high,False,4.4.0,build_E2,dark
evt_SYN001856,sub_SYN01177,2024-10-27 18:31:00,27,2,insufficient_fund,958.0,0,,100,good,False,low,False,4.4.0,build_A1,light
evt_SYN001857,sub_SYN01178,2026-04-28 05:40:00,28,0,insufficient_fund,993.0,0,,612,good,False,low,False,4.2.0,build_D9,system
evt_SYN001858,sub_SYN01179,2025-11-21 09:28:00,21,7,insufficient_fund,149.0,0,,36,good,False,low,False,4.2.0,build_C3,light
evt_SYN001859,sub_SYN01180,2026-03-08 22:05:00,8,5,insufficient_fund,805.0,0,,97,good,False,low,False,4.4.0,build_A1,system
evt_SYN001860,sub_SYN01180,2026-03-25 04:22:00,25,4,insufficient_fund,805.0,1,1.0,114,good,False,low,False,4.4.0,build_A1,light
evt_SYN001861,sub_SYN01180,2026-04-12 08:01:00,12,9,insufficient_fund,805.0,2,0.5,132,good,False,high,False,4.4.0,build_A1,light
evt_SYN001862,sub_SYN01181,2025-10-09 09:45:00,9,6,insufficient_fund,943.0,0,,71,good,False,low,False,4.3.1,build_D9,dark
evt_SYN001863,sub_SYN01182,2025-02-23 18:11:00,23,3,insufficient_fund,125.0,0,,20,degraded,False,medium,False,5.0.0,build_C3,dark
evt_SYN001864,sub_SYN01182,2025-08-22 16:53:00,22,7,insufficient_fund,125.0,1,1.0,200,degraded,False,low,False,5.0.0,build_C3,system
evt_SYN001865,sub_SYN01183,2026-04-25 15:03:00,25,3,insufficient_fund,374.0,0,,213,poor,False,medium,False,4.4.0,build_B7,dark
evt_SYN001866,sub_SYN01184,2026-06-13 17:04:00,13,10,insufficient_fund,106.0,0,,60,good,False,low,False,5.0.0,build_B7,light
evt_SYN001867,sub_SYN01185,2026-03-03 01:15:00,3,0,insufficient_fund,662.0,0,,192,poor,False,low,False,5.1.2,build_A1,light
evt_SYN001868,sub_SYN01185,2026-04-04 13:43:00,4,1,insufficient_fund,662.0,1,0.0,224,good,False,low,False,5.1.2,build_D9,light
evt_SYN001869,sub_SYN01185,2026-05-09 12:09:00,9,6,insufficient_fund,662.0,2,0.0,259,good,False,medium,False,4.2.0,build_D9,light
evt_SYN001870,sub_SYN01186,2026-06-06 16:06:00,6,3,insufficient_fund,199.0,0,,188,good,False,low,False,4.3.1,build_D9,dark
evt_SYN001871,sub_SYN01187,2026-02-11 20:21:00,11,8,insufficient_fund,427.0,0,,118,good,False,low,False,4.2.0,build_B7,light
evt_SYN001872,sub_SYN01188,2026-04-20 09:14:00,20,8,insufficient_fund,115.0,0,,73,good,False,low,False,4.3.1,build_A1,light
evt_SYN001873,sub_SYN01189,2026-06-07 12:32:00,7,4,insufficient_fund,412.0,0,,468,good,False,low,False,4.2.0,build_E2,dark
evt_SYN001874,sub_SYN01189,2026-07-09 00:23:00,9,6,insufficient_fund,412.0,1,1.0,500,poor,False,low,False,5.1.2,build_E2,light
evt_SYN001875,sub_SYN01189,2026-08-18 15:16:00,18,11,insufficient_fund,412.0,2,0.5,540,good,False,medium,False,4.3.1,build_E2,dark
evt_SYN001876,sub_SYN01190,2025-12-20 08:41:00,20,9,insufficient_fund,2401.0,0,,206,good,True,medium,False,4.2.0,build_E2,system
evt_SYN001877,sub_SYN01191,2026-03-19 07:11:00,19,10,insufficient_fund,394.0,0,,116,good,False,medium,False,5.0.0,build_B7,light
evt_SYN001878,sub_SYN01192,2025-07-23 09:59:00,23,6,insufficient_fund,891.0,0,,75,degraded,False,medium,False,4.3.1,build_D9,light
evt_SYN001879,sub_SYN01192,2025-08-03 23:43:00,3,0,insufficient_fund,891.0,1,0.0,86,good,False,medium,False,4.4.0,build_C3,light
evt_SYN001880,sub_SYN01193,2026-02-06 15:23:00,6,3,insufficient_fund,1263.0,0,,230,good,False,low,False,4.4.0,build_C3,light
evt_SYN001881,sub_SYN01194,2025-03-24 08:51:00,24,5,insufficient_fund,785.0,0,,124,good,False,low,False,5.0.0,build_D9,dark
evt_SYN001882,sub_SYN01194,2025-04-19 19:03:00,19,9,insufficient_fund,785.0,1,0.0,150,good,False,low,False,5.1.2,build_D9,light
evt_SYN001883,sub_SYN01194,2025-05-21 03:09:00,21,8,insufficient_fund,785.0,2,0.0,182,good,False,medium,False,5.1.2,build_B7,system
evt_SYN001884,sub_SYN01194,2025-06-01 23:36:00,1,0,insufficient_fund,785.0,3,0.0,193,degraded,False,medium,False,4.4.0,build_A1,system
evt_SYN001885,sub_SYN01195,2025-08-12 18:12:00,12,9,insufficient_fund,116.0,0,,377,degraded,False,low,True,4.2.0,build_A1,dark
evt_SYN001886,sub_SYN01196,2026-05-31 15:14:00,31,0,insufficient_fund,864.0,0,,91,good,False,low,False,4.4.0,build_B7,system
evt_SYN001887,sub_SYN01197,2025-12-14 21:01:00,14,11,insufficient_fund,127.0,0,,450,good,False,medium,False,4.3.1,build_C3,dark
evt_SYN001888,sub_SYN01197,2026-01-18 19:44:00,18,11,insufficient_fund,127.0,1,0.0,485,good,False,low,False,4.4.0,build_B7,system
evt_SYN001889,sub_SYN01197,2026-02-16 08:32:00,16,10,insufficient_fund,127.0,2,0.0,514,degraded,False,low,False,5.0.0,build_D9,light
evt_SYN001890,sub_SYN01198,2025-03-06 06:10:00,6,3,insufficient_fund,350.0,0,,42,poor,False,medium,True,4.2.0,build_C3,light
evt_SYN001891,sub_SYN01199,2025-07-07 09:01:00,7,4,insufficient_fund,923.0,0,,156,good,False,low,False,4.4.0,build_C3,system
evt_SYN001892,sub_SYN01199,2025-08-12 00:11:00,12,9,insufficient_fund,923.0,1,0.0,192,good,False,low,False,5.1.2,build_E2,dark
evt_SYN001893,sub_SYN01199,2025-09-11 12:23:00,11,8,insufficient_fund,923.0,2,0.0,222,good,False,low,False,4.2.0,build_C3,system
evt_SYN001894,sub_SYN01200,2026-02-06 00:48:00,6,3,insufficient_fund,317.0,0,,148,good,False,low,False,4.3.1,build_C3,light
evt_SYN001895,sub_SYN01201,2026-04-11 04:46:00,11,8,insufficient_fund,368.0,0,,190,good,False,low,False,5.1.2,build_C3,light
evt_SYN001896,sub_SYN01202,2026-06-18 16:43:00,18,10,insufficient_fund,475.0,0,,21,poor,False,medium,False,5.0.0,build_A1,dark
evt_SYN001897,sub_SYN01202,2026-07-19 17:24:00,19,10,insufficient_fund,475.0,1,0.0,52,good,False,low,False,5.1.2,build_D9,system
evt_SYN001898,sub_SYN01202,2026-08-26 10:50:00,26,3,insufficient_fund,475.0,2,0.0,90,poor,False,low,True,4.2.0,build_E2,light
evt_SYN001899,sub_SYN01203,2025-12-16 13:23:00,16,13,insufficient_fund,838.0,0,,521,degraded,False,medium,False,5.0.0,build_D9,system
evt_SYN001900,sub_SYN01203,2026-01-18 14:15:00,18,11,insufficient_fund,838.0,1,0.0,554,good,False,medium,False,4.3.1,build_E2,dark
evt_SYN001901,sub_SYN01203,2026-02-22 13:31:00,22,4,insufficient_fund,838.0,2,0.0,589,poor,False,low,False,4.4.0,build_D9,light
evt_SYN001902,sub_SYN01204,2025-12-07 15:01:00,7,4,insufficient_fund,956.0,0,,249,good,False,low,False,4.4.0,build_D9,system
evt_SYN001903,sub_SYN01205,2025-12-12 08:29:00,12,9,insufficient_fund,499.0,0,,111,good,False,medium,False,4.4.0,build_C3,system
evt_SYN001904,sub_SYN01206,2026-06-10 14:40:00,10,7,insufficient_fund,863.0,0,,390,degraded,False,low,False,4.4.0,build_A1,system
evt_SYN001905,sub_SYN01206,2026-07-06 06:42:00,6,3,insufficient_fund,863.0,1,0.0,416,poor,False,medium,False,5.0.0,build_B7,dark
evt_SYN001906,sub_SYN01207,2026-06-08 04:13:00,8,5,insufficient_fund,84.0,0,,36,good,False,high,False,4.4.0,build_D9,system
evt_SYN001907,sub_SYN01208,2026-02-26 18:30:00,26,0,insufficient_fund,187.0,0,,27,good,False,low,False,4.3.1,build_A1,light
evt_SYN001908,sub_SYN01209,2026-01-10 05:55:00,10,7,insufficient_fund,370.0,0,,295,degraded,False,low,False,4.2.0,build_E2,dark
evt_SYN001909,sub_SYN01210,2026-01-19 18:39:00,19,10,insufficient_fund,3302.0,0,,227,good,False,low,False,4.2.0,build_A1,system
evt_SYN001910,sub_SYN01210,2026-02-01 15:31:00,1,0,insufficient_fund,3302.0,1,0.0,240,good,False,medium,False,5.1.2,build_B7,dark
evt_SYN001911,sub_SYN01210,2026-03-08 12:08:00,8,5,insufficient_fund,3302.0,2,0.0,275,good,False,medium,False,4.4.0,build_A1,dark
evt_SYN001912,sub_SYN01211,2025-08-12 15:51:00,12,9,insufficient_fund,197.0,0,,258,poor,False,low,False,4.3.1,build_A1,system
evt_SYN001913,sub_SYN01211,2025-08-30 21:27:00,30,0,insufficient_fund,197.0,1,0.0,276,degraded,False,low,False,5.0.0,build_A1,dark
evt_SYN001914,sub_SYN01212,2026-05-15 04:02:00,15,12,insufficient_fund,192.0,0,,445,good,False,low,False,5.0.0,build_D9,light
evt_SYN001915,sub_SYN01212,2026-06-01 02:47:00,1,0,insufficient_fund,192.0,1,0.0,462,good,False,low,False,5.1.2,build_A1,light
evt_SYN001916,sub_SYN01213,2025-12-08 23:37:00,8,5,insufficient_fund,197.0,0,,247,good,False,medium,False,5.1.2,build_D9,light
evt_SYN001917,sub_SYN01214,2026-01-28 23:52:00,28,1,insufficient_fund,839.0,0,,447,degraded,False,low,False,4.3.1,build_A1,dark
evt_SYN001918,sub_SYN01215,2026-05-18 13:06:00,18,11,insufficient_fund,184.0,0,,34,good,False,low,False,4.4.0,build_B7,system
evt_SYN001919,sub_SYN01215,2026-06-16 10:56:00,16,12,insufficient_fund,184.0,1,0.0,63,degraded,False,low,False,5.1.2,build_E2,light
evt_SYN001920,sub_SYN01215,2026-07-11 02:45:00,11,8,insufficient_fund,184.0,2,0.5,88,degraded,False,high,True,5.1.2,build_E2,dark
evt_SYN001921,sub_SYN01216,2025-02-26 18:17:00,26,0,insufficient_fund,482.0,0,,24,poor,False,high,False,5.1.2,build_B7,dark
evt_SYN001922,sub_SYN01217,2025-07-20 22:51:00,20,9,insufficient_fund,4591.0,0,,185,poor,False,low,False,4.4.0,build_B7,system
evt_SYN001923,sub_SYN01217,2025-08-18 19:07:00,18,11,insufficient_fund,4591.0,1,0.0,214,good,False,low,False,5.1.2,build_A1,dark
evt_SYN001924,sub_SYN01218,2025-12-23 06:23:00,23,6,insufficient_fund,191.0,0,,33,good,False,low,False,4.3.1,build_D9,dark
evt_SYN001925,sub_SYN01218,2026-01-23 23:30:00,23,6,insufficient_fund,191.0,1,0.0,64,degraded,False,low,False,5.1.2,build_A1,dark
evt_SYN001926,sub_SYN01219,2026-06-16 06:55:00,16,12,insufficient_fund,336.0,0,,152,good,False,low,False,4.4.0,build_C3,light
evt_SYN001927,sub_SYN01220,2026-04-25 22:24:00,25,3,insufficient_fund,349.0,0,,113,degraded,False,high,False,5.0.0,build_C3,light
evt_SYN001928,sub_SYN01221,2026-05-31 09:35:00,31,0,insufficient_fund,804.0,0,,138,good,False,high,True,4.4.0,build_B7,light
evt_SYN001929,sub_SYN01222,2025-08-06 07:51:00,6,3,insufficient_fund,330.0,0,,68,degraded,True,high,False,5.1.2,build_A1,dark
evt_SYN001930,sub_SYN01222,2025-08-27 10:41:00,27,2,insufficient_fund,330.0,1,0.0,89,poor,False,low,False,4.2.0,build_A1,system
evt_SYN001931,sub_SYN01223,2026-04-20 04:08:00,20,8,insufficient_fund,458.0,0,,53,good,False,low,False,5.1.2,build_A1,light
evt_SYN001932,sub_SYN01223,2026-05-22 05:21:00,22,7,insufficient_fund,458.0,1,0.0,85,good,False,low,False,5.1.2,build_C3,light
evt_SYN001933,sub_SYN01223,2026-06-14 13:03:00,14,11,insufficient_fund,458.0,2,0.0,108,degraded,True,low,False,4.2.0,build_A1,dark
evt_SYN001934,sub_SYN01224,2025-07-30 17:27:00,30,0,insufficient_fund,140.0,0,,156,good,False,low,False,4.2.0,build_A1,light
evt_SYN001935,sub_SYN01225,2026-03-31 00:22:00,31,0,insufficient_fund,896.0,0,,12,good,False,medium,False,4.4.0,build_B7,system
evt_SYN001936,sub_SYN01225,2026-05-01 14:04:00,1,0,insufficient_fund,896.0,1,0.0,43,degraded,False,low,False,5.0.0,build_A1,system
evt_SYN001937,sub_SYN01225,2026-05-13 02:05:00,13,10,insufficient_fund,896.0,2,0.0,55,good,False,low,False,4.3.1,build_D9,system
evt_SYN001938,sub_SYN01225,2026-06-03 14:11:00,3,0,insufficient_fund,896.0,3,0.0,76,good,False,medium,True,4.4.0,build_D9,dark
evt_SYN001939,sub_SYN01226,2026-05-31 00:07:00,31,0,insufficient_fund,906.0,0,,18,good,False,low,False,5.1.2,build_E2,light
evt_SYN001940,sub_SYN01227,2026-04-15 13:30:00,15,12,insufficient_fund,107.0,0,,177,good,False,low,False,4.4.0,build_B7,system
evt_SYN001941,sub_SYN01227,2026-08-17 13:07:00,17,12,insufficient_fund,107.0,1,0.0,301,good,False,low,False,4.2.0,build_B7,light
evt_SYN001942,sub_SYN01228,2026-04-29 16:10:00,29,0,insufficient_fund,470.0,0,,102,good,False,low,False,4.2.0,build_B7,dark
evt_SYN001943,sub_SYN01229,2026-04-13 05:05:00,13,10,insufficient_fund,923.0,0,,644,poor,True,medium,True,4.4.0,build_C3,dark
evt_SYN001944,sub_SYN01230,2026-06-15 06:25:00,15,12,insufficient_fund,195.0,0,,227,good,False,low,False,5.0.0,build_C3,dark
evt_SYN001945,sub_SYN01231,2026-06-08 04:05:00,8,5,insufficient_fund,90.0,0,,163,good,False,medium,False,5.1.2,build_C3,system
evt_SYN001946,sub_SYN01231,2026-07-05 19:22:00,5,2,insufficient_fund,90.0,1,1.0,190,good,False,low,True,4.4.0,build_D9,dark
evt_SYN001947,sub_SYN01232,2026-04-09 00:50:00,9,6,insufficient_fund,453.0,0,,85,degraded,False,medium,False,5.0.0,build_C3,light
evt_SYN001948,sub_SYN01233,2026-03-23 08:21:00,23,6,insufficient_fund,157.0,0,,192,degraded,False,low,False,4.2.0,build_D9,light
evt_SYN001949,sub_SYN01234,2025-12-15 02:29:00,15,12,insufficient_fund,171.0,0,,257,good,False,medium,False,5.0.0,build_E2,dark
evt_SYN001950,sub_SYN01235,2025-04-11 08:10:00,11,8,insufficient_fund,416.0,0,,132,degraded,False,low,True,4.2.0,build_C3,system
evt_SYN001951,sub_SYN01236,2026-01-14 13:54:00,14,11,insufficient_fund,194.0,0,,118,good,False,low,False,4.2.0,build_B7,system
evt_SYN001952,sub_SYN01237,2026-04-30 17:18:00,30,0,insufficient_fund,405.0,0,,407,good,False,medium,False,4.2.0,build_E2,dark
evt_SYN001953,sub_SYN01238,2025-08-15 01:20:00,15,12,insufficient_fund,937.0,0,,48,good,False,low,False,4.3.1,build_B7,light
evt_SYN001954,sub_SYN01239,2025-06-23 13:31:00,23,5,insufficient_fund,374.0,0,,250,good,False,low,False,4.3.1,build_B7,dark
evt_SYN001955,sub_SYN01240,2026-06-11 08:13:00,11,8,insufficient_fund,194.0,0,,409,poor,False,low,False,4.3.1,build_D9,light
evt_SYN001956,sub_SYN01240,2026-07-02 21:18:00,2,0,insufficient_fund,194.0,1,0.0,430,good,True,low,False,4.3.1,build_D9,system
evt_SYN001957,sub_SYN01240,2026-08-01 22:10:00,1,0,insufficient_fund,194.0,2,0.5,460,good,False,low,True,5.0.0,build_A1,system
evt_SYN001958,sub_SYN01241,2026-03-09 13:27:00,9,6,insufficient_fund,685.0,0,,119,degraded,False,low,False,5.1.2,build_B7,light
evt_SYN001959,sub_SYN01241,2026-07-09 15:42:00,9,6,insufficient_fund,685.0,1,0.0,241,good,False,low,False,4.2.0,build_E2,system
evt_SYN001960,sub_SYN01242,2026-02-01 17:07:00,1,0,insufficient_fund,135.0,0,,373,good,False,low,False,4.2.0,build_E2,dark
evt_SYN001961,sub_SYN01243,2025-02-06 08:11:00,6,3,insufficient_fund,884.0,0,,95,good,False,low,False,4.2.0,build_C3,dark
evt_SYN001962,sub_SYN01244,2026-04-12 05:27:00,12,9,insufficient_fund,305.0,0,,276,good,False,low,False,5.0.0,build_E2,system
evt_SYN001963,sub_SYN01245,2025-04-14 10:52:00,14,11,insufficient_fund,895.0,0,,279,degraded,False,low,False,4.3.1,build_D9,light
evt_SYN001964,sub_SYN01245,2025-10-15 08:14:00,15,12,insufficient_fund,895.0,1,0.0,463,good,False,low,False,4.2.0,build_E2,system
evt_SYN001965,sub_SYN01246,2026-05-17 11:37:00,17,12,insufficient_fund,96.0,0,,601,good,False,medium,False,4.2.0,build_D9,system
evt_SYN001966,sub_SYN01246,2026-06-15 13:25:00,15,12,insufficient_fund,96.0,1,0.0,630,poor,False,medium,False,4.4.0,build_A1,system
evt_SYN001967,sub_SYN01246,2026-07-15 05:19:00,15,12,insufficient_fund,96.0,2,0.0,660,good,False,low,False,5.1.2,build_D9,dark
evt_SYN001968,sub_SYN01247,2026-03-05 03:51:00,5,2,insufficient_fund,79.0,0,,50,poor,False,low,False,5.0.0,build_A1,dark
evt_SYN001969,sub_SYN01248,2025-03-27 08:32:00,27,2,insufficient_fund,469.0,0,,120,poor,True,low,False,4.3.1,build_B7,dark
evt_SYN001970,sub_SYN01248,2025-04-11 11:40:00,11,8,insufficient_fund,469.0,1,0.0,135,good,False,low,False,5.0.0,build_E2,dark
evt_SYN001971,sub_SYN01249,2025-10-08 10:08:00,8,5,insufficient_fund,196.0,0,,185,poor,False,low,False,5.1.2,build_D9,system
evt_SYN001972,sub_SYN01250,2025-12-04 09:37:00,4,1,insufficient_fund,153.0,0,,196,good,False,medium,False,5.1.2,build_E2,light
evt_SYN001973,sub_SYN01251,2026-03-08 07:42:00,8,5,insufficient_fund,828.0,0,,275,good,False,low,False,4.4.0,build_B7,system
evt_SYN001974,sub_SYN01251,2026-07-27 00:12:00,27,2,insufficient_fund,828.0,1,1.0,416,good,False,low,False,5.1.2,build_E2,dark
evt_SYN001975,sub_SYN01252,2024-12-18 22:10:00,18,11,insufficient_fund,751.0,0,,68,good,False,high,False,5.1.2,build_E2,light
evt_SYN001976,sub_SYN01253,2026-01-15 00:09:00,15,12,insufficient_fund,122.0,0,,291,good,False,low,False,5.1.2,build_D9,light
evt_SYN001977,sub_SYN01253,2026-02-08 14:16:00,8,5,insufficient_fund,122.0,1,0.0,315,degraded,False,medium,False,4.4.0,build_E2,dark
evt_SYN001978,sub_SYN01254,2026-01-16 02:10:00,16,13,insufficient_fund,883.0,0,,241,good,False,low,False,5.0.0,build_D9,light
evt_SYN001979,sub_SYN01255,2026-06-13 08:58:00,13,10,insufficient_fund,863.0,0,,47,degraded,False,low,False,4.4.0,build_D9,light
